agency_id,agency_name,program_name,organization_id,organization_name,missing_reason,matched,organization_new_name,alberta_organization_shelter,shelter_type,city,funded,capacity,year
207,Distress Center,Coordinated Access and Assessment,213,DISTRESS CENTER CALGARY,,1,Distress Center,,,,,,
207,Distress Center,Chronic Shelter Users - CAA,213,DISTRESS CENTER CALGARY,,1,Distress Center,,,,,,
207,Distress Center,Housing First Graduates,213,DISTRESS CENTER CALGARY,,1,Distress Center,,,,,,
207,Distress Center,Program Transfer - CAA,213,DISTRESS CENTER CALGARY,,1,Distress Center,,,,,,
212,Kerby Assembly,Kerby Rotary Shelter,311,KERBY ASSEMBLY,,1,Kerby Assembly,,,,,,
212,Kerby Assembly,Kerby Rotary Shelter Crisis Calls,311,KERBY ASSEMBLY,,1,Kerby Assembly,,,,,,
212,Kerby Assembly,Kerby Community Elder Abuse Program,311,KERBY ASSEMBLY,,1,Kerby Assembly,,,,,,
255,HomeSpace Society,Bridgeland and Ophelia Supportive Housing - HomeSpace Society,276,HOMESPACE SOCIETY,,1,HomeSpace Society,,,,,,
259,Closer to Home,Adaptive Case Management - Closer to Home,188,CLOSER TO HOME COMMUNITY SERVICES,,1,Closer to Home Community services,,,,,,
259,Closer to Home,Housing First Graduates - Adaptive Case Management - Closer to Home,188,CLOSER TO HOME COMMUNITY SERVICES,,1,Closer to Home Community services,,,,,,
282,Elizabeth Fry Society of Calgary,HISTORICAL Prison Community Outreach Program - Elizabeth Fry Society of Calgary,221,ELIZABETH FRY SOCIETY OF CALGARY,,1,Elizabeth Fry Society of Calgary,Elizabeth House,Short Term Suppposrtive,Edmonton,20,24,2013
282,Elizabeth Fry Society of Calgary,Indigenous Shelter Prevention - Elizabeth Fry Society of Calgary,221,ELIZABETH FRY SOCIETY OF CALGARY,,1,Elizabeth Fry Society of Calgary,,,,,,
301,Safe Haven Foundation,Haven's Way - Safe Haven,420, SAFE HAVEN FOUNDATION OF CANADA,,1, Safe Haven Foundation of CANADA,,,,,,
310,Alberta Health Services,Primary Health Care Collaborative - Alberta Health Services,29,ALBERTA HEALTH SERVICES,,1,Alberta Health Services,,,,,,
313,Center for Newcomers,Diversion - Centre for Newcomers,172,CENTRE FOR NEWCOMERS SOCIETY OF CALGARY,,1,Center for NewComers Society of Calgary,,,,,,
313,Center for Newcomers,COVID Housing Support for Vulnerable Populations - Centre for Newcomers,172,CENTRE FOR NEWCOMERS SOCIETY OF CALGARY,,1,Center for NewComers Society of Calgary,,,,,,
